dates,spei01,provenance
2017-07-16,0.1,VGMO
2017-08-16,-0.4,VGMO
2017-09-16,0,VGMO
2017-10-16,-0.7,VGMO
2017-11-16,1.2,VGMO
2017-12-16,0.5,VGMO
2018-01-16,1.8,VGMO
2018-02-15,-1.1,VGMO
2018-03-16,-0.1,VGMO
2018-04-16,-1.5,VGMO
2018-05-16,0.3,VGMO
2018-06-16,-1.1,VGMO
2018-07-16,-1.8,VGMO
2018-08-16,-1.4,VGMO
2018-09-16,-1.2,VGMO
2018-10-16,-1.7,VGMO
2018-11-16,-1.4,VGMO
2018-12-16,1.3,VGMO
2019-01-16,0.1,VGMO
2019-02-15,-1.5,VGMO
2019-03-16,-0.1,VGMO
2019-04-16,-0.5,VGMO
2019-05-16,0.9,VGMO
2019-06-16,-1.6,VGMO
2019-07-16,-1.1,VGMO
2019-08-16,-0.4,VGMO
2019-09-16,-0.9,VGMO
2019-10-16,0.6,VGMO
2019-11-16,-0.3,VGMO
2019-12-16,0.1,VGMO
2020-01-16,-1.5,VGMO
2020-02-15,1.7,VGMO
2020-03-16,-0.1,VGMO
2020-04-16,-2.3,VGMO
2020-05-16,-1.3,VGMO
2020-06-16,-0.2,VGMO
2020-07-16,-1.7,VGMO
2020-08-16,-0.4,VGMO
2020-09-16,-1.3,VGMO
2020-10-16,0.5,VGMO
2020-11-16,-1.7,VGMO
2020-12-16,0.5,VGMO
2021-01-16,1.5,VGMO
2021-02-15,-0.2,VGMO
2021-03-16,-0.7,VGMO
2021-04-16,-0.8,VGMO
2021-05-16,1,VGMO
2021-06-16,0.8,VGMO
2021-07-16,1.2,VGMO
2021-08-16,0.2,VGMO
2021-09-16,-1.2,VGMO
2021-10-16,-0.5,VGMO
2021-11-16,-1.1,VGMO
2021-12-16,0.1,VGMO
2022-01-16,-0.5,VGMO
2022-02-15,-0.4,VGMO
2022-03-16,-1.6,VGMO
2022-04-16,0.4,VGMO
2022-05-16,-2,VGMO
2022-06-16,-0.9,VGMO
2022-07-16,-2,VGMO
2022-08-16,-1.5,VGMO
2022-09-16,0.7,VGMO
2022-10-16,0.3,VGMO
2022-11-16,0.3,VGMO
2022-12-16,-0.4,VGMO
2023-01-16,-0.5,VGMO
2023-02-15,-1.7,VGMO
2023-03-16,1.1,VGMO
2023-04-16,0.6,VGMO
2023-05-16,-1,VGMO
2023-06-16,-2.2,VGMO
2023-07-16,0,VGMO
2023-08-16,0.7,VGMO
2023-09-16,-1.8,VGMO
2023-10-16,0.4,VGMO
2023-11-16,1.7,VGMO
2023-12-16,0.2,VGMO
1901-01-16,-0.1,ZELA
1901-02-15,-0.6,ZELA
1901-03-16,1,ZELA
1901-04-16,0.7,ZELA
1901-05-16,-1.1,ZELA
1901-06-16,-0.3,ZELA
1901-07-16,-0.2,ZELA
1901-08-16,-0.4,ZELA
1901-09-16,0,ZELA
1901-10-16,0,ZELA
1901-11-16,0.1,ZELA
1901-12-16,0.4,ZELA
1902-01-16,-0.9,ZELA
1902-02-15,0.1,ZELA
1902-03-16,0.9,ZELA
1902-04-16,0,ZELA
1902-05-16,0.9,ZELA
1902-06-16,0.6,ZELA
1902-07-16,0.6,ZELA
1902-08-16,0.2,ZELA
1902-09-16,0.1,ZELA
1902-10-16,1.1,ZELA
1902-11-16,-1.5,ZELA
1902-12-16,1.3,ZELA
1903-01-16,-0.7,ZELA
1903-02-15,-1.2,ZELA
1903-03-16,-1.4,ZELA
1903-04-16,1.8,ZELA
1903-05-16,-0.8,ZELA
1903-06-16,0.3,ZELA
1903-07-16,1.5,ZELA
1903-08-16,0.5,ZELA
1903-09-16,-0.2,ZELA
1903-10-16,0.4,ZELA
1903-11-16,1.3,ZELA
1903-12-16,-0.5,ZELA
1904-01-16,-1.6,ZELA
1904-02-15,0.3,ZELA
1904-03-16,-0.5,ZELA
1904-04-16,0.6,ZELA
1904-05-16,-0.2,ZELA
1904-06-16,-1,ZELA
1904-07-16,-1.7,ZELA
1904-08-16,-0.9,ZELA
1904-09-16,0.9,ZELA
1904-10-16,1.1,ZELA
1904-11-16,0.7,ZELA
1904-12-16,-0.2,ZELA
1905-01-16,-0.1,ZELA
1905-02-15,-1.1,ZELA
1905-03-16,-0.1,ZELA
1905-04-16,1.1,ZELA
1905-05-16,-0.5,ZELA
1905-06-16,-1.1,ZELA
1905-07-16,-0.3,ZELA
1905-08-16,0.9,ZELA
1905-09-16,0.3,ZELA
1905-10-16,0.7,ZELA
1905-11-16,1.3,ZELA
1905-12-16,-1.2,ZELA
1906-01-16,-0.7,ZELA
1906-02-15,-0.6,ZELA
1906-03-16,1.4,ZELA
1906-04-16,-1.3,ZELA
1906-05-16,0,ZELA
1906-06-16,0.7,ZELA
1906-07-16,0.2,ZELA
1906-08-16,-0.1,ZELA
1906-09-16,1.9,ZELA
1906-10-16,-0.6,ZELA
1906-11-16,-1,ZELA
1906-12-16,0.9,ZELA
1907-01-16,0.8,ZELA
1907-02-15,-0.2,ZELA
1907-03-16,1,ZELA
1907-04-16,1.1,ZELA
1907-05-16,-1.1,ZELA
1907-06-16,0,ZELA
1907-07-16,1.6,ZELA
1907-08-16,-0.2,ZELA
1907-09-16,-0.5,ZELA
1907-10-16,-1.3,ZELA
1907-11-16,0,ZELA
1907-12-16,1.5,ZELA
1908-01-16,-1,ZELA
1908-02-15,0.4,ZELA
1908-03-16,0.8,ZELA
1908-04-16,1,ZELA
1908-05-16,0.2,ZELA
1908-06-16,-0.8,ZELA
1908-07-16,0.5,ZELA
1908-08-16,0.9,ZELA
1908-09-16,0,ZELA
1908-10-16,-1.3,ZELA
1908-11-16,-0.2,ZELA
1908-12-16,-0.7,ZELA
1909-01-16,-0.5,ZELA
1909-02-15,1.7,ZELA
1909-03-16,0.2,ZELA
1909-04-16,0,ZELA
1909-05-16,0.7,ZELA
1909-06-16,0.9,ZELA
1909-07-16,0.9,ZELA
1909-08-16,-0.3,ZELA
1909-09-16,0.5,ZELA
1909-10-16,-0.5,ZELA
1909-11-16,0.3,ZELA
1909-12-16,0.6,ZELA
1910-01-16,-0.7,ZELA
1910-02-15,-0.5,ZELA
1910-03-16,-0.9,ZELA
1910-04-16,0.2,ZELA
1910-05-16,1.3,ZELA
1910-06-16,0.6,ZELA
1910-07-16,0.6,ZELA
1910-08-16,1.1,ZELA
1910-09-16,1.8,ZELA
1910-10-16,-0.6,ZELA
1910-11-16,2.1,ZELA
1910-12-16,-0.4,ZELA
1911-01-16,-0.6,ZELA
1911-02-15,0.8,ZELA
1911-03-16,-0.3,ZELA
1911-04-16,-0.5,ZELA
1911-05-16,0.6,ZELA
1911-06-16,-1.3,ZELA
1911-07-16,-1.5,ZELA
1911-08-16,-0.9,ZELA
1911-09-16,0.5,ZELA
1911-10-16,-0.2,ZELA
1911-11-16,-0.6,ZELA
1911-12-16,1.3,ZELA
1912-01-16,0.4,ZELA
1912-02-15,-0.5,ZELA
1912-03-16,0.3,ZELA
1912-04-16,0.5,ZELA
1912-05-16,1,ZELA
1912-06-16,0.8,ZELA
1912-07-16,-0.1,ZELA
1912-08-16,1.2,ZELA
1912-09-16,1.5,ZELA
1912-10-16,0.7,ZELA
1912-11-16,0.5,ZELA
1912-12-16,-0.9,ZELA
1913-01-16,-0.5,ZELA
1913-02-15,-1.4,ZELA
1913-03-16,-1.3,ZELA
1913-04-16,0,ZELA
1913-05-16,0.4,ZELA
1913-06-16,0.5,ZELA
1913-07-16,0.9,ZELA
1913-08-16,0.9,ZELA
1913-09-16,0.7,ZELA
1913-10-16,-0.7,ZELA
1913-11-16,0.4,ZELA
1913-12-16,1.1,ZELA
1914-01-16,-0.8,ZELA
1914-02-15,-1.5,ZELA
1914-03-16,1.2,ZELA
1914-04-16,-0.9,ZELA
1914-05-16,1.1,ZELA
1914-06-16,0.4,ZELA
1914-07-16,1,ZELA
1914-08-16,-0.6,ZELA
1914-09-16,1.2,ZELA
1914-10-16,0.5,ZELA
1914-11-16,-1.2,ZELA
1914-12-16,0.2,ZELA
1915-01-16,1.5,ZELA
1915-02-15,-0.7,ZELA
1915-03-16,1.6,ZELA
1915-04-16,0.9,ZELA
1915-05-16,-1.2,ZELA
1915-06-16,-1.4,ZELA
1915-07-16,0.1,ZELA
1915-08-16,1.1,ZELA
1915-09-16,1.1,ZELA
1915-10-16,1.5,ZELA
1915-11-16,0.8,ZELA
1915-12-16,-0.2,ZELA
1916-01-16,0.6,ZELA
1916-02-15,0.4,ZELA
1916-03-16,-0.1,ZELA
1916-04-16,0.7,ZELA
1916-05-16,0.1,ZELA
1916-06-16,1.5,ZELA
1916-07-16,0.6,ZELA
1916-08-16,0.5,ZELA
1916-09-16,0.5,ZELA
1916-10-16,0,ZELA
1916-11-16,-0.5,ZELA
1916-12-16,0.7,ZELA
1917-01-16,1.5,ZELA
1917-02-15,-0.1,ZELA
1917-03-16,1,ZELA
1917-04-16,1.7,ZELA
1917-05-16,-1.7,ZELA
1917-06-16,-2.3,ZELA
1917-07-16,-0.7,ZELA
1917-08-16,-0.5,ZELA
1917-09-16,-1.1,ZELA
1917-10-16,0.7,ZELA
1917-11-16,-0.4,ZELA
1917-12-16,0.3,ZELA
1918-01-16,-1.2,ZELA
1918-02-15,-0.2,ZELA
1918-03-16,-1.4,ZELA
1918-04-16,-0.8,ZELA
1918-05-16,-1.5,ZELA
1918-06-16,0.6,ZELA
1918-07-16,1,ZELA
1918-08-16,1.3,ZELA
1918-09-16,-0.4,ZELA
1918-10-16,0.9,ZELA
1918-11-16,-0.7,ZELA
1918-12-16,1.3,ZELA
1919-01-16,-0.8,ZELA
1919-02-15,-0.8,ZELA
1919-03-16,1.1,ZELA
1919-04-16,1.1,ZELA
1919-05-16,0.4,ZELA
1919-06-16,0.5,ZELA
1919-07-16,0.3,ZELA
1919-08-16,-0.6,ZELA
1919-09-16,-0.7,ZELA
1919-10-16,1.3,ZELA
1919-11-16,1.9,ZELA
1919-12-16,1,ZELA
1920-01-16,1.2,ZELA
1920-02-15,-1,ZELA
1920-03-16,-1.1,ZELA
1920-04-16,0,ZELA
1920-05-16,0.4,ZELA
1920-06-16,0.3,ZELA
1920-07-16,0.5,ZELA
1920-08-16,0.9,ZELA
1920-09-16,0,ZELA
1920-10-16,-1.1,ZELA
1920-11-16,-1.3,ZELA
1920-12-16,1.3,ZELA
1921-01-16,0.5,ZELA
1921-02-15,0.4,ZELA
1921-03-16,-2,ZELA
1921-04-16,1,ZELA
1921-05-16,-0.7,ZELA
1921-06-16,0,ZELA
1921-07-16,-1.1,ZELA
1921-08-16,-0.5,ZELA
1921-09-16,-0.9,ZELA
1921-10-16,-0.2,ZELA
1921-11-16,0.3,ZELA
1921-12-16,0,ZELA
1922-01-16,1.6,ZELA
1922-02-15,0.1,ZELA
1922-03-16,0.5,ZELA
1922-04-16,0.5,ZELA
1922-05-16,-1,ZELA
1922-06-16,-0.6,ZELA
1922-07-16,0.2,ZELA
1922-08-16,0.3,ZELA
1922-09-16,2,ZELA
1922-10-16,1.7,ZELA
1922-11-16,0.3,ZELA
1922-12-16,-0.2,ZELA
1923-01-16,0.8,ZELA
1923-02-15,0.1,ZELA
1923-03-16,-0.5,ZELA
1923-04-16,0.8,ZELA
1923-05-16,-0.3,ZELA
1923-06-16,1.1,ZELA
1923-07-16,-0.9,ZELA
1923-08-16,-0.3,ZELA
1923-09-16,-0.3,ZELA
1923-10-16,1,ZELA
1923-11-16,0,ZELA
1923-12-16,0.9,ZELA
1924-01-16,-0.5,ZELA
1924-02-15,1,ZELA
1924-03-16,0,ZELA
1924-04-16,1.1,ZELA
1924-05-16,0.5,ZELA
1924-06-16,0.6,ZELA
1924-07-16,0.1,ZELA
1924-08-16,0.4,ZELA
1924-09-16,0.4,ZELA
1924-10-16,-0.3,ZELA
1924-11-16,-0.2,ZELA
1924-12-16,-1.1,ZELA
1925-01-16,-1.1,ZELA
1925-02-15,-1.4,ZELA
1925-03-16,0.5,ZELA
1925-04-16,0.2,ZELA
1925-05-16,-0.5,ZELA
1925-06-16,1.3,ZELA
1925-07-16,0.4,ZELA
1925-08-16,1.5,ZELA
1925-09-16,0.6,ZELA
1925-10-16,-0.3,ZELA
1925-11-16,0.4,ZELA
1925-12-16,0,ZELA
1926-01-16,0,ZELA
1926-02-15,-0.5,ZELA
1926-03-16,0.7,ZELA
1926-04-16,-1,ZELA
1926-05-16,1,ZELA
1926-06-16,2.3,ZELA
1926-07-16,1.3,ZELA
1926-08-16,0.4,ZELA
1926-09-16,-0.7,ZELA
1926-10-16,1,ZELA
1926-11-16,-1.4,ZELA
1926-12-16,0.3,ZELA
1927-01-16,0.7,ZELA
1927-02-15,-1.1,ZELA
1927-03-16,0.3,ZELA
1927-04-16,1.5,ZELA
1927-05-16,-0.2,ZELA
1927-06-16,0.5,ZELA
1927-07-16,0.5,ZELA
1927-08-16,1,ZELA
1927-09-16,0.5,ZELA
1927-10-16,-0.6,ZELA
1927-11-16,0.4,ZELA
1927-12-16,-0.5,ZELA
1928-01-16,-0.5,ZELA
1928-02-15,0.3,ZELA
1928-03-16,-0.3,ZELA
1928-04-16,0.5,ZELA
1928-05-16,1.2,ZELA
1928-06-16,-0.3,ZELA
1928-07-16,-1.7,ZELA
1928-08-16,0.2,ZELA
1928-09-16,0.1,ZELA
1928-10-16,-0.5,ZELA
1928-11-16,0.1,ZELA
1928-12-16,1,ZELA
1929-01-16,1.2,ZELA
1929-02-15,0.5,ZELA
1929-03-16,-0.5,ZELA
1929-04-16,0.5,ZELA
1929-05-16,0,ZELA
1929-06-16,0.3,ZELA
1929-07-16,-0.5,ZELA
1929-08-16,-0.8,ZELA
1929-09-16,-0.7,ZELA
1929-10-16,0.4,ZELA
1929-11-16,-0.8,ZELA
1929-12-16,-0.2,ZELA
1930-01-16,-1.1,ZELA
1930-02-15,-0.5,ZELA
1930-03-16,-0.1,ZELA
1930-04-16,1.2,ZELA
1930-05-16,-0.1,ZELA
1930-06-16,-1.8,ZELA
1930-07-16,0,ZELA
1930-08-16,1,ZELA
1930-09-16,0.7,ZELA
1930-10-16,1.7,ZELA
1930-11-16,0.9,ZELA
1930-12-16,0.2,ZELA
1931-01-16,-0.2,ZELA
1931-02-15,0.6,ZELA
1931-03-16,0.3,ZELA
1931-04-16,0.9,ZELA
1931-05-16,-1.6,ZELA
1931-06-16,-0.5,ZELA
1931-07-16,0.5,ZELA
1931-08-16,1.2,ZELA
1931-09-16,1.7,ZELA
1931-10-16,0,ZELA
1931-11-16,-0.9,ZELA
1931-12-16,-0.3,ZELA
1932-01-16,-0.8,ZELA
1932-02-15,-0.3,ZELA
1932-03-16,0,ZELA
1932-04-16,-0.6,ZELA
1932-05-16,1,ZELA
1932-06-16,-0.6,ZELA
1932-07-16,-0.2,ZELA
1932-08-16,-0.7,ZELA
1932-09-16,-1.1,ZELA
1932-10-16,0.3,ZELA
1932-11-16,-0.5,ZELA
1932-12-16,-1.5,ZELA
1933-01-16,-0.1,ZELA
1933-02-15,0.5,ZELA
1933-03-16,-1.3,ZELA
1933-04-16,0.1,ZELA
1933-05-16,0.4,ZELA
1933-06-16,0.9,ZELA
1933-07-16,-0.2,ZELA
1933-08-16,-0.3,ZELA
1933-09-16,-0.2,ZELA
1933-10-16,0.6,ZELA
1933-11-16,0.6,ZELA
1933-12-16,-0.1,ZELA
1934-01-16,-0.3,ZELA
1934-02-15,-0.3,ZELA
1934-03-16,-1,ZELA
1934-04-16,-0.9,ZELA
1934-05-16,-1.2,ZELA
1934-06-16,-0.2,ZELA
1934-07-16,-0.7,ZELA
1934-08-16,0.7,ZELA
1934-09-16,-0.4,ZELA
1934-10-16,0.3,ZELA
1934-11-16,0.3,ZELA
1934-12-16,-0.4,ZELA
1935-01-16,-0.3,ZELA
1935-02-15,1.3,ZELA
1935-03-16,0.4,ZELA
1935-04-16,1.7,ZELA
1935-05-16,0.8,ZELA
1935-06-16,-1.5,ZELA
1935-07-16,-0.8,ZELA
1935-08-16,-0.4,ZELA
1935-09-16,-0.3,ZELA
1935-10-16,1.2,ZELA
1935-11-16,-0.2,ZELA
1935-12-16,0.2,ZELA
1936-01-16,-0.4,ZELA
1936-02-15,0.9,ZELA
1936-03-16,-1,ZELA
1936-04-16,0.2,ZELA
1936-05-16,0.9,ZELA
1936-06-16,-0.5,ZELA
1936-07-16,0.9,ZELA
1936-08-16,0.4,ZELA
1936-09-16,0.3,ZELA
1936-10-16,1.4,ZELA
1936-11-16,-0.2,ZELA
1936-12-16,-0.6,ZELA
1937-01-16,0.8,ZELA
1937-02-15,0.5,ZELA
1937-03-16,1.2,ZELA
1937-04-16,1.4,ZELA
1937-05-16,-1.1,ZELA
1937-06-16,0,ZELA
1937-07-16,0.2,ZELA
1937-08-16,1,ZELA
1937-09-16,1,ZELA
1937-10-16,-0.6,ZELA
1937-11-16,0.6,ZELA
1937-12-16,0.3,ZELA
1938-01-16,1.1,ZELA
1938-02-15,-0.8,ZELA
1938-03-16,-0.9,ZELA
1938-04-16,1,ZELA
1938-05-16,0.8,ZELA
1938-06-16,-1.1,ZELA
1938-07-16,0.1,ZELA
1938-08-16,1.7,ZELA
1938-09-16,-0.3,ZELA
1938-10-16,0.4,ZELA
1938-11-16,-1,ZELA
1938-12-16,0.7,ZELA
1939-01-16,-0.5,ZELA
1939-02-15,-0.9,ZELA
1939-03-16,1.7,ZELA
1939-04-16,-1.1,ZELA
1939-05-16,1.9,ZELA
1939-06-16,0,ZELA
1939-07-16,-0.1,ZELA
1939-08-16,-0.4,ZELA
1939-09-16,0.7,ZELA
1939-10-16,1.7,ZELA
1939-11-16,0.6,ZELA
1939-12-16,0.7,ZELA
1940-01-16,0.4,ZELA
1940-02-15,0.7,ZELA
1940-03-16,0.9,ZELA
1940-04-16,-0.8,ZELA
1940-05-16,1.6,ZELA
1940-06-16,-0.4,ZELA
1940-07-16,0.7,ZELA
1940-08-16,1.1,ZELA
1940-09-16,0.3,ZELA
1940-10-16,0.3,ZELA
1940-11-16,0.2,ZELA
1940-12-16,0.4,ZELA
1941-01-16,1.1,ZELA
1941-02-15,0.4,ZELA
1941-03-16,1.1,ZELA
1941-04-16,1.7,ZELA
1941-05-16,1.3,ZELA
1941-06-16,-0.2,ZELA
1941-07-16,0.5,ZELA
1941-08-16,0.9,ZELA
1941-09-16,-0.2,ZELA
1941-10-16,1.5,ZELA
1941-11-16,0.8,ZELA
1941-12-16,0,ZELA
1942-01-16,0.3,ZELA
1942-02-15,-0.1,ZELA
1942-03-16,-0.2,ZELA
1942-04-16,0.3,ZELA
1942-05-16,0.4,ZELA
1942-06-16,-0.1,ZELA
1942-07-16,0.1,ZELA
1942-08-16,-1.3,ZELA
1942-09-16,-1.2,ZELA
1942-10-16,0,ZELA
1942-11-16,0.3,ZELA
1942-12-16,-1.4,ZELA
1943-01-16,0.1,ZELA
1943-02-15,-1.2,ZELA
1943-03-16,-1.3,ZELA
1943-04-16,-0.4,ZELA
1943-05-16,-0.8,ZELA
1943-06-16,0.8,ZELA
1943-07-16,0,ZELA
1943-08-16,-1.1,ZELA
1943-09-16,0,ZELA
1943-10-16,-1.5,ZELA
1943-11-16,0.1,ZELA
1943-12-16,-0.3,ZELA
1944-01-16,0.2,ZELA
1944-02-15,1.6,ZELA
1944-03-16,1.9,ZELA
1944-04-16,-0.4,ZELA
1944-05-16,0.1,ZELA
1944-06-16,1.2,ZELA
1944-07-16,0,ZELA
1944-08-16,-1.4,ZELA
1944-09-16,-0.7,ZELA
1944-10-16,1.3,ZELA
1944-11-16,1.6,ZELA
1944-12-16,0.1,ZELA
1945-01-16,0.9,ZELA
1945-02-15,0.2,ZELA
1945-03-16,-0.6,ZELA
1945-04-16,-0.1,ZELA
1945-05-16,0.1,ZELA
1945-06-16,-0.4,ZELA
1945-07-16,-0.5,ZELA
1945-08-16,0.8,ZELA
1945-09-16,0.4,ZELA
1945-10-16,0,ZELA
1945-11-16,0.8,ZELA
1945-12-16,-0.4,ZELA
1946-01-16,-0.2,ZELA
1946-02-15,1.7,ZELA
1946-03-16,-0.5,ZELA
1946-04-16,-1.6,ZELA
1946-05-16,-1.1,ZELA
1946-06-16,1,ZELA
1946-07-16,0,ZELA
1946-08-16,0.2,ZELA
1946-09-16,-0.9,ZELA
1946-10-16,0.7,ZELA
1946-11-16,0.4,ZELA
1946-12-16,0.5,ZELA
1947-01-16,0,ZELA
1947-02-15,2.3,ZELA
1947-03-16,1.1,ZELA
1947-04-16,-0.8,ZELA
1947-05-16,-1.7,ZELA
1947-06-16,-0.4,ZELA
1947-07-16,-0.4,ZELA
1947-08-16,-0.6,ZELA
1947-09-16,-1.5,ZELA
1947-10-16,-1.1,ZELA
1947-11-16,1.2,ZELA
1947-12-16,1.7,ZELA
1948-01-16,1.6,ZELA
1948-02-15,2,ZELA
1948-03-16,-0.9,ZELA
1948-04-16,-1,ZELA
1948-05-16,-0.3,ZELA
1948-06-16,0.5,ZELA
1948-07-16,0.9,ZELA
1948-08-16,0.9,ZELA
1948-09-16,-0.7,ZELA
1948-10-16,0.2,ZELA
1948-11-16,-1.4,ZELA
1948-12-16,-1.5,ZELA
1949-01-16,-0.6,ZELA
1949-02-15,-1,ZELA
1949-03-16,0.1,ZELA
1949-04-16,-0.7,ZELA
1949-05-16,1,ZELA
1949-06-16,1,ZELA
1949-07-16,-0.4,ZELA
1949-08-16,0.6,ZELA
1949-09-16,-0.5,ZELA
1949-10-16,-1.4,ZELA
1949-11-16,1.7,ZELA
1949-12-16,0.6,ZELA
1950-01-16,1.1,ZELA
1950-02-15,0.2,ZELA
1950-03-16,-1.5,ZELA
1950-04-16,1.1,ZELA
1950-05-16,-0.3,ZELA
1950-06-16,-1.7,ZELA
1950-07-16,-0.1,ZELA
1950-08-16,-0.5,ZELA
1950-09-16,1.4,ZELA
1950-10-16,0.9,ZELA
1950-11-16,1.3,ZELA
1950-12-16,0.5,ZELA
1951-01-16,-0.3,ZELA
1951-02-15,-0.6,ZELA
1951-03-16,1,ZELA
1951-04-16,-0.7,ZELA
1951-05-16,0.9,ZELA
1951-06-16,-0.6,ZELA
1951-07-16,-0.4,ZELA
1951-08-16,-0.3,ZELA
1951-09-16,-1.4,ZELA
1951-10-16,-1.8,ZELA
1951-11-16,0.9,ZELA
1951-12-16,-2,ZELA
1952-01-16,1.3,ZELA
1952-02-15,1.3,ZELA
1952-03-16,-0.3,ZELA
1952-04-16,-0.7,ZELA
1952-05-16,0.3,ZELA
1952-06-16,-0.1,ZELA
1952-07-16,-1.6,ZELA
1952-08-16,-0.9,ZELA
1952-09-16,1.8,ZELA
1952-10-16,0.6,ZELA
1952-11-16,1.4,ZELA
1952-12-16,-0.8,ZELA
1953-01-16,1.9,ZELA
1953-02-15,-0.5,ZELA
1953-03-16,-1.5,ZELA
1953-04-16,-1.3,ZELA
1953-05-16,-1,ZELA
1953-06-16,0,ZELA
1953-07-16,0.6,ZELA
1953-08-16,-1.2,ZELA
1953-09-16,-1,ZELA
1953-10-16,-1.6,ZELA
1953-11-16,-2.1,ZELA
1953-12-16,-2,ZELA
1954-01-16,-0.1,ZELA
1954-02-15,-1,ZELA
1954-03-16,-0.9,ZELA
1954-04-16,2,ZELA
1954-05-16,-0.2,ZELA
1954-06-16,-0.6,ZELA
1954-07-16,2,ZELA
1954-08-16,-1,ZELA
1954-09-16,-0.3,ZELA
1954-10-16,-0.7,ZELA
1954-11-16,-1.2,ZELA
1954-12-16,1.5,ZELA
1955-01-16,-0.4,ZELA
1955-02-15,0.4,ZELA
1955-03-16,-0.4,ZELA
1955-04-16,0.9,ZELA
1955-05-16,0.1,ZELA
1955-06-16,0,ZELA
1955-07-16,1.6,ZELA
1955-08-16,0.5,ZELA
1955-09-16,0,ZELA
1955-10-16,-0.4,ZELA
1955-11-16,-0.7,ZELA
1955-12-16,0.9,ZELA
1956-01-16,-1.3,ZELA
1956-02-15,1.2,ZELA
1956-03-16,-0.1,ZELA
1956-04-16,1.9,ZELA
1956-05-16,-1.5,ZELA
1956-06-16,0.9,ZELA
1956-07-16,-0.1,ZELA
1956-08-16,0.9,ZELA
1956-09-16,-0.6,ZELA
1956-10-16,1.6,ZELA
1956-11-16,0.9,ZELA
1956-12-16,0.1,ZELA
1957-01-16,-0.6,ZELA
1957-02-15,1,ZELA
1957-03-16,-0.1,ZELA
1957-04-16,-0.4,ZELA
1957-05-16,-0.7,ZELA
1957-06-16,-1.3,ZELA
1957-07-16,1.8,ZELA
1957-08-16,0,ZELA
1957-09-16,1.4,ZELA
1957-10-16,-1.5,ZELA
1957-11-16,-1.4,ZELA
1957-12-16,-0.1,ZELA
1958-01-16,-0.1,ZELA
1958-02-15,1.2,ZELA
1958-03-16,1.1,ZELA
1958-04-16,0.7,ZELA
1958-05-16,0.8,ZELA
1958-06-16,1.7,ZELA
1958-07-16,0.5,ZELA
1958-08-16,0.3,ZELA
1958-09-16,0.1,ZELA
1958-10-16,1.3,ZELA
1958-11-16,-1.2,ZELA
1958-12-16,-0.5,ZELA
1959-01-16,-1.3,ZELA
1959-02-15,-1.2,ZELA
1959-03-16,-1.5,ZELA
1959-04-16,-0.7,ZELA
1959-05-16,-1,ZELA
1959-06-16,-1,ZELA
1959-07-16,0.9,ZELA
1959-08-16,-0.7,ZELA
1959-09-16,-2,ZELA
1959-10-16,-1.6,ZELA
1959-11-16,-1.2,ZELA
1959-12-16,1.5,ZELA
1960-01-16,0.5,ZELA
1960-02-15,-0.1,ZELA
1960-03-16,1,ZELA
1960-04-16,0.7,ZELA
1960-05-16,-0.8,ZELA
1960-06-16,0.1,ZELA
1960-07-16,0.6,ZELA
1960-08-16,1.1,ZELA
1960-09-16,-0.6,ZELA
1960-10-16,1.7,ZELA
1960-11-16,-0.7,ZELA
1960-12-16,0,ZELA
1961-01-16,-0.7,ZELA
1961-02-15,0.4,ZELA
1961-03-16,0.1,ZELA
1961-04-16,-0.4,ZELA
1961-05-16,1.6,ZELA
1961-06-16,-0.4,ZELA
1961-07-16,0.6,ZELA
1961-08-16,-0.4,ZELA
1961-09-16,-1.6,ZELA
1961-10-16,-0.6,ZELA
1961-11-16,0.9,ZELA
1961-12-16,0.9,ZELA
1962-01-16,0.1,ZELA
1962-02-15,1.1,ZELA
1962-03-16,1,ZELA
1962-04-16,-0.3,ZELA
1962-05-16,1.7,ZELA
1962-06-16,-1.3,ZELA
1962-07-16,-0.6,ZELA
1962-08-16,-0.2,ZELA
1962-09-16,0.7,ZELA
1962-10-16,-0.4,ZELA
1962-11-16,0.7,ZELA
1962-12-16,-0.2,ZELA
1963-01-16,-0.4,ZELA
1963-02-15,0.7,ZELA
1963-03-16,-0.6,ZELA
1963-04-16,-1.2,ZELA
1963-05-16,1.2,ZELA
1963-06-16,0.3,ZELA
1963-07-16,-1.8,ZELA
1963-08-16,0.3,ZELA
1963-09-16,1.1,ZELA
1963-10-16,-0.2,ZELA
1963-11-16,0.8,ZELA
1963-12-16,-1.7,ZELA
1964-01-16,-2.4,ZELA
1964-02-15,-0.1,ZELA
1964-03-16,0.8,ZELA
1964-04-16,-0.1,ZELA
1964-05-16,-0.8,ZELA
1964-06-16,-0.3,ZELA
1964-07-16,-1.3,ZELA
1964-08-16,2.1,ZELA
1964-09-16,-1,ZELA
1964-10-16,1.6,ZELA
1964-11-16,1,ZELA
1964-12-16,-0.5,ZELA
1965-01-16,-0.4,ZELA
1965-02-15,-0.2,ZELA
1965-03-16,0.3,ZELA
1965-04-16,1.1,ZELA
1965-05-16,2.2,ZELA
1965-06-16,-0.1,ZELA
1965-07-16,0.2,ZELA
1965-08-16,-0.5,ZELA
1965-09-16,0.2,ZELA
1965-10-16,-1.5,ZELA
1965-11-16,-0.3,ZELA
1965-12-16,0.2,ZELA
1966-01-16,0.1,ZELA
1966-02-15,2.2,ZELA
1966-03-16,0.7,ZELA
